"TableName"	"column_id"	"ColumnName"	"DataType"	"max_length"	"is_nullable"
"指派時間"	"11"	"ColorIndex"	"int"	"4"	"True"
"指派時間"	"12"	"SetUpTime"	"datetime"	"8"	"True"
"指派時間"	"13"	"WKType"	"int"	"4"	"False"
"指派時間"	"14"	"INPART"	"varchar"	"50"	"True"
"指派時間"	"15"	"ORDFO"	"varchar"	"50"	"True"
"指派時間"	"16"	"PRDNAME"	"varchar"	"50"	"True"
"指派時間"	"17"	"WKH"	"int"	"4"	"True"
"指派時間"	"18"	"PDATE"	"datetime"	"8"	"True"
"指派時間"	"19"	"ORDTP"	"varchar"	"1"	"True"
"指派時間"	"20"	"ORDNO"	"varchar"	"10"	"True"
"指派時間"	"21"	"ORDSQ"	"int"	"4"	"True"
"指派時間"	"22"	"ORDSQ1"	"int"	"4"	"True"
"指派時間"	"23"	"ORDSQ2"	"int"	"4"	"True"
"指派時間"	"24"	"工作完成比例"	"int"	"4"	"True"
"指派時間"	"25"	"INDWG"	"varchar"	"50"	"True"
"指派時間"	"26"	"QTY"	"int"	"4"	"True"
"指派時間"	"27"	"自動排程編號"	"varchar"	"10"	"True"
"指派時間"	"28"	"SETTIME"	"datetime"	"8"	"True"
"指派時間"	"29"	"OUTTIME"	"datetime"	"8"	"True"
"指派時間"	"30"	"INTIME"	"datetime"	"8"	"True"
"指派時間"	"31"	"ADJMARK"	"varchar"	"10"	"True"
"指派時間"	"32"	"還刀註記"	"varchar"	"1"	"True"
